Serial_Number,Campaign_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,Reporting_Date,Category
202009140002479,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,2469,117.0,,,2.0,780.0,20200914,FB
202009140002480,武財神_APP下載_iOS_20200723,APP_INSTALLS,209,11.0,,,1.0,90.0,20200914,FB
202009140002481,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,1439,106.0,3.0,3087.0,1.0,850.0,20200914,FB
202009140002482,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,655,31.0,1.0,1899.0,2.0,,20200914,FB
202009140002483,籌碼K線_Android_下載,APP_INSTALLS,4916,157.0,,,,,20200914,FB
202009140002484,武財神_APP下載_Android_2020817_只留年訂閱,APP_INSTALLS,425,31.0,,,,,20200914,FB
202009140002485,月老_APP下載_iOS_20200824,APP_INSTALLS,213,28.0,,,,,20200914,FB
202009140002486,股市爆料同學會_理財受眾A_20200828,APP_INSTALLS,205,33.0,,,,,20200914,FB
202009140002487,無聊詹_IOS_軟體,APP_INSTALLS,807,50.0,1.0,199.0,1.0,880.0,20200914,FB
202009140002488,無聊詹_AOS_軟體,APP_INSTALLS,342,36.0,,,,,20200914,FB
202009140002489,股市爆料同學會_理財受眾B_20200828,APP_INSTALLS,111,11.0,,,,,20200914,FB
202009140002490,股市爆料同學會_理財受眾C_20200828,APP_INSTALLS,123,13.0,,,,,20200914,FB
202009140002491,武財神_APP下載_iOS_20200904,APP_INSTALLS,103,7.0,1.0,199.0,,,20200914,FB
202009140002492,陳重銘_下載_20200904,APP_INSTALLS,2945,377.0,2.0,398.0,,,20200914,FB
202009140002493,品牌內容_流量_20200908_器捐貼文,LINK_CLICKS,407,,,,,,20200914,FB
202009140002494,丹尼爾_問卷曝光_觸及,REACH,83,,,,,,20200914,FB
202009140002495,測試_籌碼K線_Android_下載,APP_INSTALLS,496,12.0,,,,,20200914,FB
202009140002496,測試_籌碼K線_Android_下載,APP_INSTALLS,495,20.0,,,,,20200914,FB
202009140002497,測試_籌碼K線_Android_下載,APP_INSTALLS,501,17.0,,,,,20200914,FB
202009140002498,測試_籌碼K線_iOS_下載,APP_INSTALLS,501,19.0,,,,,20200914,FB
202009140002499,測試_籌碼K線_iOS_下載,APP_INSTALLS,498,10.0,,,,,20200914,FB
202009140002500,測試_籌碼K線_iOS_下載,APP_INSTALLS,503,10.0,,,1.0,3590.0,20200914,FB
202009140002501,股市爆料同學會_理財受眾A_20200910,APP_INSTALLS,175,25.0,,,,,20200914,FB
202009140002502,阿格力講座轉換(台中班)_講座,CONVERSIONS,3148,,20.0,44682.0,,,20200914,FB
202009170002503,期貨電子盤_下載_IOS(舊),APP_INSTALLS,44,4.0,,,,,20200917,FB
202009170002504,權證小哥_講座_轉換次數(購買),CONVERSIONS,2663,,46.0,161329.0,,,20200917,FB
202009170002505,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,671,101.0,,,,,20200917,FB
202009170002506,股市爆料同學會_20200708(下載),APP_INSTALLS,244,25.0,,,,,20200917,FB
202009170002507,籌碼K線_iOS_下載,APP_INSTALLS,7765,238.0,1.0,3490.0,1.0,420.0,20200917,FB
202009170002508,武財神_APP下載_iOS_20200723,APP_INSTALLS,216,15.0,,,,,20200917,FB
202009170002509,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,837,68.0,1.0,7999.0,,,20200917,FB
202009170002510,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,524,23.0,1.0,1899.0,1.0,,20200917,FB
202009170002511,籌碼K線_Android_下載,APP_INSTALLS,3969,133.0,,,,,20200917,FB
202009170002512,武財神_APP下載_Android_2020817_只留年訂閱,APP_INSTALLS,430,47.0,,,,,20200917,FB
202009170002513,月老_APP下載_iOS_20200824,APP_INSTALLS,215,14.0,,,,,20200917,FB
202009170002514,股市爆料同學會_大眾TA_20200828,APP_INSTALLS,75,4.0,,,,,20200917,FB
202009170002515,股市爆料同學會_理財受眾A_20200828,APP_INSTALLS,289,56.0,,,,,20200917,FB
202009170002516,無聊詹_IOS_軟體,APP_INSTALLS,829,58.0,,,1.0,880.0,20200917,FB
202009170002517,無聊詹_AOS_軟體,APP_INSTALLS,231,15.0,,,,,20200917,FB
202009170002518,股市爆料同學會_理財受眾C_20200828,APP_INSTALLS,479,90.0,1.0,6681.0,,,20200917,FB
202009170002519,武財神_APP下載_iOS_20200904,APP_INSTALLS,239,21.0,,,,,20200917,FB
202009170002520,陳重銘_下載_20200904,APP_INSTALLS,1050,102.0,,,,,20200917,FB
202009170002521,阿格力講座轉換(台中班)_講座,CONVERSIONS,658,,,,,,20200917,FB
202009170002522,品牌內容_流量_20200914_器捐影片,VIDEO_VIEWS,433,,,,,,20200917,FB
202009170002523,陳重銘_購買_20200914,CONVERSIONS,17139,,110.0,148718.0,,,20200917,FB
202009170002524,股市爆料同學會_基本面受眾_20200915,APP_INSTALLS,43,5.0,1.0,8388.0,,,20200917,FB
202009170002525,股市爆料同學會_大眾TA_20200915,APP_INSTALLS,205,30.0,1.0,,,,20200917,FB
202009170002526,20200915_籌碼K線_iOS_下載,APP_INSTALLS,307,6.0,,,,,20200917,FB
202009170002527,20200915_籌碼K線_iOS_下載,APP_INSTALLS,508,20.0,,,,,20200917,FB
202009170002528,20200915_籌碼K線_iOS_下載,APP_INSTALLS,309,8.0,,,,,20200917,FB
202009170002529,20200915_籌碼K線_Android_下載,APP_INSTALLS,504,18.0,,,,,20200917,FB
202009170002530,20200915_籌碼K線_Android_下載,APP_INSTALLS,310,9.0,,,,,20200917,FB
202009170002531,20200915_籌碼K線_Android_下載,APP_INSTALLS,511,18.0,,,,,20200917,FB
202009170002532,20200916_艾蜜莉APP_iOS_下載_軟體,APP_INSTALLS,238,16.0,,,,,20200917,FB
202009170002533,20200916_艾蜜莉APP_Android_下載_軟體,APP_INSTALLS,268,22.0,,,,,20200917,FB
202009170002534,0916_股人阿勳問卷_流量_軟體,LINK_CLICKS,948,25.0,5.0,11975.0,,,20200917,FB
202009170002535,阿格力APP下載_iOS_軟體,APP_INSTALLS,968,64.0,,,1.0,590.0,20200917,FB
202009170002536,阿格力APP下載_Android_軟體,APP_INSTALLS,966,123.0,1.0,3771.0,,,20200917,FB
202009170002537,0921_阿勳直播預告_軟體,LINK_CLICKS,229,,,,,,20200917,FB
202009180002538,期貨電子盤_下載_IOS(舊),APP_INSTALLS,46,5.0,,,,,20200918,FB
202009180002539,權證小哥_講座_轉換次數(購買),CONVERSIONS,3091,,28.0,101202.0,,,20200918,FB
202009180002540,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,674,112.0,2.0,2888.0,,,20200918,FB
202009180002541,股市爆料同學會_20200708(下載),APP_INSTALLS,1,,,,,,20200918,FB
202009180002542,籌碼K線_iOS_下載,APP_INSTALLS,7873,243.0,3.0,3699.0,1.0,420.0,20200918,FB
202009180002543,武財神_APP下載_iOS_20200723,APP_INSTALLS,217,16.0,,,,,20200918,FB
202009180002544,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,650,54.0,1.0,3577.0,,,20200918,FB
202009180002545,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,276,13.0,,,,,20200918,FB
202009180002546,籌碼K線_Android_下載,APP_INSTALLS,4095,119.0,,,,,20200918,FB
202009180002547,武財神_APP下載_Android_2020817_只留年訂閱,APP_INSTALLS,181,13.0,,,,,20200918,FB
202009180002548,月老_APP下載_iOS_20200824,APP_INSTALLS,220,18.0,,,,,20200918,FB
202009180002549,股市爆料同學會_理財受眾A_20200828,APP_INSTALLS,312,37.0,,,,,20200918,FB
202009180002550,無聊詹_IOS_軟體,APP_INSTALLS,676,38.0,,,,,20200918,FB
202009180002551,無聊詹_AOS_軟體,APP_INSTALLS,185,22.0,,,,,20200918,FB
202009180002552,股市爆料同學會_理財受眾C_20200828,APP_INSTALLS,482,77.0,,,,,20200918,FB
202009180002553,武財神_APP下載_iOS_20200904,APP_INSTALLS,230,14.0,,,,,20200918,FB
202009180002554,陳重銘_下載_20200904,APP_INSTALLS,727,58.0,,,,,20200918,FB
202009180002555,品牌內容_流量_20200914_器捐影片,VIDEO_VIEWS,423,,,,,,20200918,FB
202009180002556,陳重銘_購買_20200914,CONVERSIONS,12279,,101.0,97315.0,,,20200918,FB
202009180002557,股市爆料同學會_大眾TA_20200915,APP_INSTALLS,24,1.0,,,,,20200918,FB
202009180002558,20200915_籌碼K線_iOS_下載,APP_INSTALLS,724,24.0,,,,,20200918,FB
202009180002559,20200915_籌碼K線_Android_下載,APP_INSTALLS,726,19.0,,,,,20200918,FB
202009180002560,20200915_籌碼K線_Android_下載,APP_INSTALLS,720,9.0,,,,,20200918,FB
202009180002561,20200916_艾蜜莉APP_iOS_下載_軟體,APP_INSTALLS,332,25.0,,,,,20200918,FB
202009180002562,20200916_艾蜜莉APP_Android_下載_軟體,APP_INSTALLS,127,7.0,,,,,20200918,FB
202009180002563,0916_股人阿勳問卷_流量_軟體,LINK_CLICKS,1042,15.0,1.0,799.0,,,20200918,FB
202009180002564,阿格力APP下載_iOS_軟體,APP_INSTALLS,918,63.0,1.0,,,,20200918,FB
202009180002565,阿格力APP下載_Android_軟體,APP_INSTALLS,873,81.0,1.0,790.0,,,20200918,FB
202009180002566,0921_阿勳直播預告_軟體,LINK_CLICKS,158,,1.0,3488.0,,,20200918,FB
202009180002567,20200918_品牌內容_我的人生_粉專按讚,PAGE_LIKES,335,,,,,,20200918,FB
202009180002568,0921_阿勳直播預告_軟體,LINK_CLICKS,275,,2.0,1189.0,,,20200918,FB
202009180002569,武財神_APP下載_Android_2020918_上香影片,APP_INSTALLS,199,16.0,,,,,20200918,FB
202009180002570,武財神_APP下載_Android_2020918_樂透圖片1,APP_INSTALLS,117,5.0,,,,,20200918,FB
202009180002571,武財神_APP下載_iOS_2020918_樂透圖片1,APP_INSTALLS,115,3.0,,,,,20200918,FB
202009180002572,0921_阿勳直播預告,REACH,1653,,,,,,20200918,FB
202009180002573,20200918_籌碼K線_iOS_下載,APP_INSTALLS,136,1.0,,,,,20200918,FB
202009180002574,20200918_籌碼K線_Android_下載,APP_INSTALLS,36,,,,,,20200918,FB
202009190002575,期貨電子盤_下載_IOS(舊),APP_INSTALLS,90,5.0,,,,,20200919,FB
202009190002576,權證小哥_講座_轉換次數(購買),CONVERSIONS,3797,,30.0,141337.0,,,20200919,FB
202009190002577,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,708,101.0,1.0,,,,20200919,FB
202009190002578,股市爆料同學會_20200708(下載),APP_INSTALLS,80,6.0,,,,,20200919,FB
202009190002579,籌碼K線_iOS_下載,APP_INSTALLS,8355,237.0,1.0,299.0,1.0,2090.0,20200919,FB
202009190002580,武財神_APP下載_iOS_20200723,APP_INSTALLS,219,16.0,,,,,20200919,FB
202009190002581,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,755,66.0,,,,,20200919,FB
202009190002582,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,668,59.0,2.0,,8.0,,20200919,FB
202009190002583,籌碼K線_Android_下載,APP_INSTALLS,4296,109.0,2.0,820.0,2.0,820.0,20200919,FB
202009190002584,武財神_APP下載_Android_2020817_只留年訂閱,APP_INSTALLS,93,6.0,,,,,20200919,FB
202009190002585,月老_APP下載_iOS_20200824,APP_INSTALLS,222,21.0,,,,,20200919,FB
202009190002586,股市爆料同學會_理財受眾A_20200828,APP_INSTALLS,281,27.0,,,,,20200919,FB
202009190002587,無聊詹_IOS_軟體,APP_INSTALLS,742,46.0,3.0,17486.0,1.0,880.0,20200919,FB
202009190002588,無聊詹_AOS_軟體,APP_INSTALLS,393,34.0,,,,,20200919,FB
202009190002589,股市爆料同學會_理財受眾C_20200828,APP_INSTALLS,508,69.0,,,,,20200919,FB
202009190002590,武財神_APP下載_iOS_20200904,APP_INSTALLS,245,18.0,,,,,20200919,FB
202009190002591,陳重銘_下載_20200904,APP_INSTALLS,677,69.0,1.0,,,,20200919,FB
202009190002592,品牌內容_流量_20200914_器捐影片,VIDEO_VIEWS,411,,,,,,20200919,FB
202009190002593,陳重銘_購買_20200914,CONVERSIONS,11438,,81.0,87927.0,,,20200919,FB
202009190002594,股市爆料同學會_大眾TA_20200915,APP_INSTALLS,113,16.0,,,,,20200919,FB
202009190002595,20200915_籌碼K線_iOS_下載,APP_INSTALLS,753,24.0,,,,,20200919,FB
202009190002596,20200915_籌碼K線_Android_下載,APP_INSTALLS,756,17.0,,,,,20200919,FB
202009190002597,20200915_籌碼K線_Android_下載,APP_INSTALLS,756,17.0,,,,,20200919,FB
202009190002598,20200916_艾蜜莉APP_iOS_下載_軟體,APP_INSTALLS,7,3.0,,,,,20200919,FB
202009190002599,20200916_艾蜜莉APP_Android_下載_軟體,APP_INSTALLS,8,1.0,,,,,20200919,FB
202009190002600,阿格力APP下載_iOS_軟體,APP_INSTALLS,868,66.0,1.0,299.0,,,20200919,FB
202009190002601,阿格力APP下載_Android_軟體,APP_INSTALLS,948,87.0,3.0,4369.0,,,20200919,FB
202009190002602,20200918_品牌內容_我的人生_粉專按讚,PAGE_LIKES,1217,,,,,,20200919,FB
202009190002603,武財神_APP下載_Android_2020918_上香影片,APP_INSTALLS,304,30.0,,,,,20200919,FB
202009190002604,武財神_APP下載_Android_2020918_樂透圖片1,APP_INSTALLS,184,14.0,,,,,20200919,FB
202009190002605,武財神_APP下載_iOS_2020918_樂透圖片1,APP_INSTALLS,185,5.0,,,,,20200919,FB
202009190002606,0921_阿勳直播預告,REACH,2627,,,,,,20200919,FB
202009190002607,20200918_籌碼K線_iOS_下載,APP_INSTALLS,2559,49.0,,,1.0,3590.0,20200919,FB
202009190002608,20200918_籌碼K線_Android_下載,APP_INSTALLS,2654,86.0,,,,,20200919,FB
202009200002609,期貨電子盤_下載_IOS(舊),APP_INSTALLS,44,,,,,,20200920,FB
202009200002610,權證小哥_講座_轉換次數(購買),CONVERSIONS,3000,,25.0,105699.0,,,20200920,FB
202009200002611,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,697,123.0,1.0,3488.0,,,20200920,FB
202009200002612,股市爆料同學會_20200708(下載),APP_INSTALLS,10,,,,,,20200920,FB
202009200002613,籌碼K線_iOS_下載,APP_INSTALLS,7790,199.0,,,1.0,3590.0,20200920,FB
202009200002614,武財神_APP下載_iOS_20200723,APP_INSTALLS,209,13.0,,,,,20200920,FB
202009200002615,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,1532,128.0,1.0,,,,20200920,FB
202009200002616,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,1317,76.0,4.0,3730.0,13.0,3950.0,20200920,FB
202009200002617,籌碼K線_Android_下載,APP_INSTALLS,4109,105.0,,,,,20200920,FB
202009200002618,武財神_APP下載_Android_2020817_只留年訂閱,APP_INSTALLS,101,9.0,1.0,999.0,,,20200920,FB
202009200002619,月老_APP下載_iOS_20200824,APP_INSTALLS,210,26.0,,,,,20200920,FB
202009200002620,股市爆料同學會_理財受眾A_20200828,APP_INSTALLS,291,40.0,,,,,20200920,FB
202009200002621,無聊詹_IOS_軟體,APP_INSTALLS,846,53.0,2.0,8388.0,,,20200920,FB
202009200002622,無聊詹_AOS_軟體,APP_INSTALLS,427,35.0,,,,,20200920,FB
202009200002623,股市爆料同學會_理財受眾C_20200828,APP_INSTALLS,488,84.0,1.0,,,,20200920,FB
202009200002624,武財神_APP下載_iOS_20200904,APP_INSTALLS,211,22.0,,,,,20200920,FB
202009200002625,陳重銘_下載_20200904,APP_INSTALLS,647,67.0,,,,,20200920,FB
202009200002626,品牌內容_流量_20200914_器捐影片,VIDEO_VIEWS,393,,,,,,20200920,FB
202009200002627,陳重銘_購買_20200914,CONVERSIONS,12041,,85.0,62438.0,,,20200920,FB
202009200002628,股市爆料同學會_大眾TA_20200915,APP_INSTALLS,20,2.0,,,,,20200920,FB
202009200002629,20200915_籌碼K線_iOS_下載,APP_INSTALLS,733,20.0,,,,,20200920,FB
202009200002630,20200915_籌碼K線_Android_下載,APP_INSTALLS,736,18.0,,,,,20200920,FB
202009200002631,20200915_籌碼K線_Android_下載,APP_INSTALLS,730,16.0,,,,,20200920,FB
202009200002632,20200916_艾蜜莉APP_iOS_下載_軟體,APP_INSTALLS,15,2.0,,,,,20200920,FB
202009200002633,20200916_艾蜜莉APP_Android_下載_軟體,APP_INSTALLS,20,1.0,,,,,20200920,FB
202009200002634,阿格力APP下載_iOS_軟體,APP_INSTALLS,741,41.0,1.0,790.0,,,20200920,FB
202009200002635,阿格力APP下載_Android_軟體,APP_INSTALLS,891,101.0,1.0,7888.0,,,20200920,FB
202009200002636,20200918_品牌內容_我的人生_粉專按讚,PAGE_LIKES,948,,,,,,20200920,FB
202009200002637,武財神_APP下載_Android_2020918_上香影片,APP_INSTALLS,328,48.0,,,,,20200920,FB
202009200002638,武財神_APP下載_Android_2020918_樂透圖片1,APP_INSTALLS,194,19.0,,,,,20200920,FB
202009200002639,武財神_APP下載_iOS_2020918_樂透圖片1,APP_INSTALLS,197,12.0,,,,,20200920,FB
202009200002640,0921_阿勳直播預告,REACH,3309,,2.0,9337.0,,,20200920,FB
202009200002641,20200918_籌碼K線_iOS_下載,APP_INSTALLS,2454,67.0,,,,,20200920,FB
202009200002642,20200918_籌碼K線_Android_下載,APP_INSTALLS,2457,81.0,2.0,3990.0,1.0,400.0,20200920,FB
202009210002643,期貨電子盤_下載_IOS(舊),APP_INSTALLS,21,,,,,,20200921,FB
202009210002644,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,675,113.0,,,,,20200921,FB
202009210002645,股市爆料同學會_20200708(下載),APP_INSTALLS,3,,,,,,20200921,FB
202009210002646,籌碼K線_iOS_下載,APP_INSTALLS,7776,210.0,4.0,897.0,2.0,840.0,20200921,FB
202009210002647,武財神_APP下載_iOS_20200723,APP_INSTALLS,48,3.0,,,,,20200921,FB
202009210002648,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,1315,107.0,,,,,20200921,FB
202009210002649,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,835,47.0,,,2.0,,20200921,FB
202009210002650,籌碼K線_Android_下載,APP_INSTALLS,4133,106.0,,,,,20200921,FB
202009210002651,武財神_APP下載_Android_2020817_只留年訂閱,APP_INSTALLS,99,8.0,,,,,20200921,FB
202009210002652,月老_APP下載_iOS_20200824,APP_INSTALLS,208,14.0,1.0,8898.0,,,20200921,FB
202009210002653,股市爆料同學會_理財受眾A_20200828,APP_INSTALLS,290,56.0,1.0,,,,20200921,FB
202009210002654,無聊詹_IOS_軟體,APP_INSTALLS,688,37.0,,,,,20200921,FB
202009210002655,無聊詹_AOS_軟體,APP_INSTALLS,224,9.0,,,,,20200921,FB
202009210002656,股市爆料同學會_理財受眾C_20200828,APP_INSTALLS,477,68.0,,,,,20200921,FB
202009210002657,武財神_APP下載_iOS_20200904,APP_INSTALLS,54,5.0,,,,,20200921,FB
202009210002658,陳重銘_下載_20200904,APP_INSTALLS,759,64.0,,,,,20200921,FB
202009210002659,陳重銘_購買_20200914,CONVERSIONS,9123,,66.0,82336.0,,,20200921,FB
202009210002660,股市爆料同學會_大眾TA_20200915,APP_INSTALLS,182,35.0,1.0,3488.0,,,20200921,FB
202009210002661,20200915_籌碼K線_iOS_下載,APP_INSTALLS,736,15.0,,,,,20200921,FB
202009210002662,20200915_籌碼K線_Android_下載,APP_INSTALLS,735,19.0,,,,,20200921,FB
202009210002663,20200915_籌碼K線_Android_下載,APP_INSTALLS,732,15.0,,,,,20200921,FB
202009210002664,20200916_艾蜜莉APP_iOS_下載_軟體,APP_INSTALLS,434,45.0,2.0,24888.0,1.0,390.0,20200921,FB
202009210002665,20200916_艾蜜莉APP_Android_下載_軟體,APP_INSTALLS,43,3.0,,,,,20200921,FB
202009210002666,阿格力APP下載_iOS_軟體,APP_INSTALLS,492,28.0,,,,,20200921,FB
202009210002667,阿格力APP下載_Android_軟體,APP_INSTALLS,960,90.0,1.0,19888.0,,,20200921,FB
202009210002668,武財神_APP下載_Android_2020918_上香影片,APP_INSTALLS,325,28.0,,,,,20200921,FB
202009210002669,武財神_APP下載_Android_2020918_樂透圖片1,APP_INSTALLS,196,28.0,,,,,20200921,FB
202009210002670,武財神_APP下載_iOS_2020918_樂透圖片1,APP_INSTALLS,198,18.0,,,,,20200921,FB
202009210002671,0921_阿勳直播預告,REACH,885,,,,,,20200921,FB
202009210002672,20200918_籌碼K線_iOS_下載,APP_INSTALLS,2442,63.0,,,,,20200921,FB
202009210002673,20200918_籌碼K線_Android_下載,APP_INSTALLS,2443,70.0,2.0,17009.0,,,20200921,FB
202009210002674,武財神_APP下載_Android_2020921_樂透圖片2,APP_INSTALLS,138,14.0,,,,,20200921,FB
202009210002675,武財神_APP下載_iOS_20201102_樂透圖片2,APP_INSTALLS,128,13.0,,,1.0,90.0,20200921,FB
202009210002676,武財神_APP下載_iOS_2020921_上香影片,APP_INSTALLS,140,6.0,,,,,20200921,FB
202009210002677,武財神_APP下載_iOS_2020921_求籤圖片,APP_INSTALLS,137,6.0,,,,,20200921,FB
202009210002678,自由人_0921(付費直播),CONVERSIONS,674,,4.0,13532.0,,,20200921,FB
202009210002679,股市爆料同學會_證券_20200828,APP_INSTALLS,0,,,,,,20200921,FB
202009220002680,期貨電子盤_下載_IOS(舊),APP_INSTALLS,32,2.0,,,,,20200922,FB
202009220002681,股市爆料同學會_20190617(下載),APP_INSTALLS,9,2.0,,,,,20200922,FB
202009220002682,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,429,77.0,,,,,20200922,FB
202009220002683,股市爆料同學會_20200708(下載),APP_INSTALLS,3,,,,,,20200922,FB
202009220002684,籌碼K線_iOS_下載,APP_INSTALLS,7535,199.0,4.0,2130.0,1.0,420.0,20200922,FB
202009220002685,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,70,3.0,,,,,20200922,FB
202009220002686,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,328,32.0,,,,,20200922,FB
202009220002687,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,536,36.0,,,,,20200922,FB
202009220002688,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,401,27.0,3.0,2187.0,,,20200922,FB
202009220002689,籌碼K線_Android_下載,APP_INSTALLS,4052,109.0,2.0,800.0,1.0,400.0,20200922,FB
202009220002690,武財神_APP下載_Android_2020817_只留年訂閱,APP_INSTALLS,99,6.0,1.0,3577.0,,,20200922,FB
202009220002691,月老_APP下載_iOS_20200824,APP_INSTALLS,210,27.0,,,,,20200922,FB
202009220002692,股市爆料同學會_理財受眾A_20200828,APP_INSTALLS,309,34.0,2.0,,,,20200922,FB
202009220002693,無聊詹_IOS_軟體,APP_INSTALLS,529,25.0,1.0,499.0,,,20200922,FB
202009220002694,無聊詹_AOS_軟體,APP_INSTALLS,86,13.0,,,,,20200922,FB
202009220002695,股市爆料同學會_理財受眾C_20200828,APP_INSTALLS,490,60.0,1.0,,,,20200922,FB
202009220002696,陳重銘_下載_20200904,APP_INSTALLS,878,89.0,1.0,,,,20200922,FB
202009220002697,股人阿勳_下載_iOS_軟體,APP_INSTALLS,113,15.0,2.0,17578.0,,,20200922,FB
202009220002698,股人阿勳_下載_Android_軟體,APP_INSTALLS,98,13.0,,,,,20200922,FB
202009220002699,陳重銘_購買_20200914,CONVERSIONS,6609,,47.0,48106.0,,,20200922,FB
202009220002700,股市爆料同學會_大眾TA_20200915,APP_INSTALLS,97,10.0,,,,,20200922,FB
202009220002701,20200915_籌碼K線_iOS_下載,APP_INSTALLS,761,15.0,,,,,20200922,FB
202009220002702,20200915_籌碼K線_Android_下載,APP_INSTALLS,758,14.0,,,,,20200922,FB
202009220002703,20200915_籌碼K線_Android_下載,APP_INSTALLS,524,11.0,,,,,20200922,FB
202009220002704,20200916_艾蜜莉APP_iOS_下載_軟體,APP_INSTALLS,1902,162.0,3.0,8689.0,1.0,390.0,20200922,FB
202009220002705,20200916_艾蜜莉APP_Android_下載_軟體,APP_INSTALLS,1097,101.0,1.0,,,,20200922,FB
202009220002706,阿格力APP下載_iOS_軟體,APP_INSTALLS,493,29.0,1.0,799.0,,,20200922,FB
202009220002707,阿格力APP下載_Android_軟體,APP_INSTALLS,967,68.0,1.0,,,,20200922,FB
202009220002708,武財神_APP下載_Android_2020918_上香影片,APP_INSTALLS,331,27.0,,,,,20200922,FB
202009220002709,武財神_APP下載_Android_2020918_樂透圖片1,APP_INSTALLS,200,20.0,,,,,20200922,FB
202009220002710,武財神_APP下載_iOS_2020918_樂透圖片1,APP_INSTALLS,200,4.0,,,,,20200922,FB
202009220002711,20200918_籌碼K線_iOS_下載,APP_INSTALLS,1914,56.0,1.0,,1.0,3590.0,20200922,FB
202009220002712,20200918_籌碼K線_Android_下載,APP_INSTALLS,2278,69.0,2.0,400.0,1.0,400.0,20200922,FB
202009220002713,武財神_APP下載_Android_2020921_樂透圖片2,APP_INSTALLS,191,23.0,,,,,20200922,FB
202009220002714,武財神_APP下載_iOS_20201102_樂透圖片2,APP_INSTALLS,194,16.0,,,2.0,180.0,20200922,FB
202009220002715,武財神_APP下載_iOS_2020921_上香影片,APP_INSTALLS,215,5.0,,,,,20200922,FB
202009220002716,武財神_APP下載_iOS_2020921_求籤圖片,APP_INSTALLS,210,7.0,,,,,20200922,FB
202009220002717,自由人_0921(付費直播),CONVERSIONS,2158,,16.0,46858.0,,,20200922,FB
202009220002718,股市爆料同學會_證券_20200828,APP_INSTALLS,4,,,,,,20200922,FB
202009220002719,20200922_籌碼K線_Android_下載,APP_INSTALLS,369,10.0,,,,,20200922,FB
202009230002720,期貨電子盤_下載_IOS(舊),APP_INSTALLS,26,,,,,,20200923,FB
202009230002721,股市爆料同學會_20190617(下載),APP_INSTALLS,212,34.0,1.0,,,,20200923,FB
202009230002722,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,0,,,,,,20200923,FB
202009230002723,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,19,1.0,,,,,20200923,FB
202009230002724,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,1489,183.0,2.0,2719.0,,,20200923,FB
202009230002725,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,0,,,,,,20200923,FB
202009230002726,股市爆料同學會_20200708(下載),APP_INSTALLS,133,9.0,,,,,20200923,FB
202009230002727,籌碼K線_iOS_下載,APP_INSTALLS,8708,229.0,5.0,10879.0,1.0,3590.0,20200923,FB
202009230002728,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,358,27.0,,,,,20200923,FB
202009230002729,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,318,15.0,1.0,7999.0,,,20200923,FB
202009230002730,籌碼K線_Android_下載,APP_INSTALLS,5070,129.0,2.0,800.0,2.0,800.0,20200923,FB
202009230002731,武財神_APP下載_Android_2020817_只留年訂閱,APP_INSTALLS,25,1.0,,,,,20200923,FB
202009230002732,月老_APP下載_iOS_20200824,APP_INSTALLS,217,20.0,,,,,20200923,FB
202009230002733,股市爆料同學會_大眾TA_20200828,APP_INSTALLS,2,,,,,,20200923,FB
202009230002734,股市爆料同學會_理財受眾A_20200828,APP_INSTALLS,483,65.0,,,,,20200923,FB
202009230002735,無聊詹_IOS_軟體,APP_INSTALLS,384,28.0,,,,,20200923,FB
202009230002736,無聊詹_AOS_軟體,APP_INSTALLS,87,9.0,,,,,20200923,FB
202009230002737,股市爆料同學會_理財受眾B_20200828,APP_INSTALLS,16,2.0,,,,,20200923,FB
202009230002738,股市爆料同學會_理財受眾C_20200828,APP_INSTALLS,471,61.0,1.0,9888.0,,,20200923,FB
